steady_state,pop_size,elitism,keep_best,xover_prob,xover_type,construction,mutation_prob,mutation_type,reversal_percent,non_improving_iterations,allways_keep
true,100,2,0.8,0.4,SB2OX,0.5,0.2,Swap,10,100,40
true,100,2,0.8,0.4,SB2OX,0.5,0.2,Swap,10,150,40
true,100,2,0.8,0.4,SB2OX,0.5,0.2,Reverse,10,50,40
true,100,2,0.8,0.4,SB2OX,0.5,0.2,Reverse,10,100,40
true,100,2,0.8,0.4,SB2OX,0.5,0.2,Reverse,10,150,40
true,100,2,0.8,0.4,SB2OX,Random,0.2,Greedy,10,50,40
true,100,2,0.8,0.4,SB2OX,Random,0.2,Greedy,10,100,40
true,100,2,0.8,0.4,SB2OX,Random,0.2,Greedy,10,150,40
true,100,2,0.8,0.4,SB2OX,Random,0.2,Shift,10,50,40
true,100,2,0.8,0.4,SB2OX,Random,0.2,Shift,10,100,40
true,100,2,0.8,0.4,SB2OX,Random,0.2,Shift,10,150,40
true,100,2,0.8,0.4,SB2OX,Random,0.2,Swap,10,50,40
true,100,2,0.8,0.4,SB2OX,Random,0.2,Swap,10,100,40
true,100,2,0.8,0.4,SB2OX,Random,0.2,Swap,10,150,40
true,100,2,0.8,0.4,SB2OX,Random,0.2,Reverse,10,50,40
true,100,2,0.8,0.4,SB2OX,Random,0.2,Reverse,10,100,40
true,100,2,0.8,0.4,SB2OX,Random,0.2,Reverse,10,150,40
true,100,2,0.8,0.4,BCBX,0.5,0.2,Greedy,10,50,40
true,100,2,0.8,0.4,BCBX,0.5,0.2,Greedy,10,100,40
true,100,2,0.8,0.4,BCBX,0.5,0.2,Greedy,10,150,40
true,100,2,0.8,0.4,BCBX,0.5,0.2,Shift,10,50,40
true,100,2,0.8,0.4,BCBX,0.5,0.2,Shift,10,100,40
true,100,2,0.8,0.4,BCBX,0.5,0.2,Shift,10,150,40
true,100,2,0.8,0.4,BCBX,0.5,0.2,Swap,10,50,40
true,100,2,0.8,0.4,BCBX,0.5,0.2,Swap,10,100,40
true,100,2,0.8,0.4,BCBX,0.5,0.2,Swap,10,150,40
true,100,2,0.8,0.4,BCBX,0.5,0.2,Reverse,10,50,40
true,100,2,0.8,0.4,BCBX,0.5,0.2,Reverse,10,100,40
true,100,2,0.8,0.4,BCBX,0.5,0.2,Reverse,10,150,40
true,100,2,0.8,0.4,BCBX,Random,0.2,Greedy,10,50,40
true,100,2,0.8,0.4,BCBX,Random,0.2,Greedy,10,100,40
true,100,2,0.8,0.4,BCBX,Random,0.2,Greedy,10,150,40
true,100,2,0.8,0.4,BCBX,Random,0.2,Shift,10,50,40
true,100,2,0.8,0.4,BCBX,Random,0.2,Shift,10,100,40
true,100,2,0.8,0.4,BCBX,Random,0.2,Shift,10,150,40
true,100,2,0.8,0.4,BCBX,Random,0.2,Swap,10,50,40
true,100,2,0.8,0.4,BCBX,Random,0.2,Swap,10,100,40
true,100,2,0.8,0.4,BCBX,Random,0.2,Swap,10,150,40
true,100,2,0.8,0.4,BCBX,Random,0.2,Reverse,10,50,40
true,100,2,0.8,0.4,BCBX,Random,0.2,Reverse,10,100,40
true,100,2,0.8,0.4,BCBX,Random,0.2,Reverse,10,150,40
true,100,2,1.0,0.2,SJ2OX,0.5,0.2,Greedy,10,50,40
true,100,2,1.0,0.2,SJ2OX,0.5,0.2,Greedy,10,100,40
true,100,2,1.0,0.2,SJ2OX,0.5,0.2,Greedy,10,150,40
true,100,2,1.0,0.2,SJ2OX,0.5,0.2,Shift,10,50,40
true,100,2,1.0,0.2,SJ2OX,0.5,0.2,Shift,10,100,40
true,100,2,1.0,0.2,SJ2OX,0.5,0.2,Shift,10,150,40
true,100,2,1.0,0.2,SJ2OX,0.5,0.2,Swap,10,50,40
true,100,2,1.0,0.2,SJ2OX,0.5,0.2,Swap,10,100,40
true,100,2,1.0,0.2,SJ2OX,0.5,0.2,Swap,10,150,40
true,100,2,1.0,0.2,SJ2OX,0.5,0.2,Reverse,10,50,40
true,100,2,1.0,0.2,SJ2OX,0.5,0.2,Reverse,10,100,40
true,100,2,1.0,0.2,SJ2OX,0.5,0.2,Reverse,10,150,40
true,100,2,1.0,0.2,SJ2OX,Random,0.2,Greedy,10,50,40
true,100,2,1.0,0.2,SJ2OX,Random,0.2,Greedy,10,100,40
true,100,2,1.0,0.2,SJ2OX,Random,0.2,Greedy,10,150,40
true,100,2,1.0,0.2,SJ2OX,Random,0.2,Shift,10,50,40
true,100,2,1.0,0.2,SJ2OX,Random,0.2,Shift,10,100,40
true,100,2,1.0,0.2,SJ2OX,Random,0.2,Shift,10,150,40
true,100,2,1.0,0.2,SJ2OX,Random,0.2,Swap,10,50,40
true,100,2,1.0,0.2,SJ2OX,Random,0.2,Swap,10,100,40
true,100,2,1.0,0.2,SJ2OX,Random,0.2,Swap,10,150,40
true,100,2,1.0,0.2,SJ2OX,Random,0.2,Reverse,10,50,40
true,100,2,1.0,0.2,SJ2OX,Random,0.2,Reverse,10,100,40
true,100,2,1.0,0.2,SJ2OX,Random,0.2,Reverse,10,150,40
true,100,2,1.0,0.2,SB2OX,0.5,0.2,Greedy,10,50,40
true,100,2,1.0,0.2,SB2OX,0.5,0.2,Greedy,10,100,40
true,100,2,1.0,0.2,SB2OX,0.5,0.2,Greedy,10,150,40
true,100,2,1.0,0.2,SB2OX,0.5,0.2,Shift,10,50,40
true,100,2,1.0,0.2,SB2OX,0.5,0.2,Shift,10,100,40
true,100,2,1.0,0.2,SB2OX,0.5,0.2,Shift,10,150,40
true,100,2,1.0,0.2,SB2OX,0.5,0.2,Swap,10,50,40
true,100,2,1.0,0.2,SB2OX,0.5,0.2,Swap,10,100,40
true,100,2,1.0,0.2,SB2OX,0.5,0.2,Swap,10,150,40
true,100,2,1.0,0.2,SB2OX,0.5,0.2,Reverse,10,50,40
true,100,2,1.0,0.2,SB2OX,0.5,0.2,Reverse,10,100,40
true,100,2,1.0,0.2,SB2OX,0.5,0.2,Reverse,10,150,40
true,100,2,1.0,0.2,SB2OX,Random,0.2,Greedy,10,50,40
true,100,2,1.0,0.2,SB2OX,Random,0.2,Greedy,10,100,40
true,100,2,1.0,0.2,SB2OX,Random,0.2,Greedy,10,150,40
true,100,2,1.0,0.2,SB2OX,Random,0.2,Shift,10,50,40
true,100,2,1.0,0.2,SB2OX,Random,0.2,Shift,10,100,40
true,100,2,1.0,0.2,SB2OX,Random,0.2,Shift,10,150,40
true,100,2,1.0,0.2,SB2OX,Random,0.2,Swap,10,50,40
true,100,2,1.0,0.2,SB2OX,Random,0.2,Swap,10,100,40
true,100,2,1.0,0.2,SB2OX,Random,0.2,Swap,10,150,40
true,100,2,1.0,0.2,SB2OX,Random,0.2,Reverse,10,50,40
true,100,2,1.0,0.2,SB2OX,Random,0.2,Reverse,10,100,40
true,100,2,1.0,0.2,SB2OX,Random,0.2,Reverse,10,150,40
true,100,2,1.0,0.2,BCBX,0.5,0.2,Greedy,10,50,40
true,100,2,1.0,0.2,BCBX,0.5,0.2,Greedy,10,100,40
true,100,2,1.0,0.2,BCBX,0.5,0.2,Greedy,10,150,40
true,100,2,1.0,0.2,BCBX,0.5,0.2,Shift,10,50,40
true,100,2,1.0,0.2,BCBX,0.5,0.2,Shift,10,100,40
true,100,2,1.0,0.2,BCBX,0.5,0.2,Shift,10,150,40
true,100,2,1.0,0.2,BCBX,0.5,0.2,Swap,10,50,40
true,100,2,1.0,0.2,BCBX,0.5,0.2,Swap,10,100,40
true,100,2,1.0,0.2,BCBX,0.5,0.2,Swap,10,150,40
true,100,2,1.0,0.2,BCBX,0.5,0.2,Reverse,10,50,40
true,100,2,1.0,0.2,BCBX,0.5,0.2,Reverse,10,100,40
true,100,2,1.0,0.2,BCBX,0.5,0.2,Reverse,10,150,40
true,100,2,1.0,0.2,BCBX,Random,0.2,Greedy,10,50,40
true,100,2,1.0,0.2,BCBX,Random,0.2,Greedy,10,100,40
true,100,2,1.0,0.2,BCBX,Random,0.2,Greedy,10,150,40
true,100,2,1.0,0.2,BCBX,Random,0.2,Shift,10,50,40
true,100,2,1.0,0.2,BCBX,Random,0.2,Shift,10,100,40
true,100,2,1.0,0.2,BCBX,Random,0.2,Shift,10,150,40
true,100,2,1.0,0.2,BCBX,Random,0.2,Swap,10,50,40
true,100,2,1.0,0.2,BCBX,Random,0.2,Swap,10,100,40
true,100,2,1.0,0.2,BCBX,Random,0.2,Swap,10,150,40
true,100,2,1.0,0.2,BCBX,Random,0.2,Reverse,10,50,40
true,100,2,1.0,0.2,BCBX,Random,0.2,Reverse,10,100,40
true,100,2,1.0,0.2,BCBX,Random,0.2,Reverse,10,150,40
true,100,2,1.0,0.4,SJ2OX,0.5,0.2,Greedy,10,50,40
true,100,2,1.0,0.4,SJ2OX,0.5,0.2,Greedy,10,100,40
true,100,2,1.0,0.4,SJ2OX,0.5,0.2,Greedy,10,150,40
true,100,2,1.0,0.4,SJ2OX,0.5,0.2,Shift,10,50,40
true,100,2,1.0,0.4,SJ2OX,0.5,0.2,Shift,10,100,40
true,100,2,1.0,0.4,SJ2OX,0.5,0.2,Shift,10,150,40
true,100,2,1.0,0.4,SJ2OX,0.5,0.2,Swap,10,50,40
true,100,2,1.0,0.4,SJ2OX,0.5,0.2,Swap,10,100,40
true,100,2,1.0,0.4,SJ2OX,0.5,0.2,Swap,10,150,40
true,100,2,1.0,0.4,SJ2OX,0.5,0.2,Reverse,10,50,40
true,100,2,1.0,0.4,SJ2OX,0.5,0.2,Reverse,10,100,40
true,100,2,1.0,0.4,SJ2OX,0.5,0.2,Reverse,10,150,40
true,100,2,1.0,0.4,SJ2OX,Random,0.2,Greedy,10,50,40
true,100,2,1.0,0.4,SJ2OX,Random,0.2,Greedy,10,100,40
true,100,2,1.0,0.4,SJ2OX,Random,0.2,Greedy,10,150,40
true,100,2,1.0,0.4,SJ2OX,Random,0.2,Shift,10,50,40
true,100,2,1.0,0.4,SJ2OX,Random,0.2,Shift,10,100,40
true,100,2,1.0,0.4,SJ2OX,Random,0.2,Shift,10,150,40
true,100,2,1.0,0.4,SJ2OX,Random,0.2,Swap,10,50,40
true,100,2,1.0,0.4,SJ2OX,Random,0.2,Swap,10,100,40
true,100,2,1.0,0.4,SJ2OX,Random,0.2,Swap,10,150,40
true,100,2,1.0,0.4,SJ2OX,Random,0.2,Reverse,10,50,40
true,100,2,1.0,0.4,SJ2OX,Random,0.2,Reverse,10,100,40
true,100,2,1.0,0.4,SJ2OX,Random,0.2,Reverse,10,150,40
true,100,2,1.0,0.4,SB2OX,0.5,0.2,Greedy,10,50,40
true,100,2,1.0,0.4,SB2OX,0.5,0.2,Greedy,10,100,40
true,100,2,1.0,0.4,SB2OX,0.5,0.2,Greedy,10,150,40
true,100,2,1.0,0.4,SB2OX,0.5,0.2,Shift,10,50,40
true,100,2,1.0,0.4,SB2OX,0.5,0.2,Shift,10,100,40
true,100,2,1.0,0.4,SB2OX,0.5,0.2,Shift,10,150,40
true,100,2,1.0,0.4,SB2OX,0.5,0.2,Swap,10,50,40
true,100,2,1.0,0.4,SB2OX,0.5,0.2,Swap,10,100,40
true,100,2,1.0,0.4,SB2OX,0.5,0.2,Swap,10,150,40
true,100,2,1.0,0.4,SB2OX,0.5,0.2,Reverse,10,50,40
true,100,2,1.0,0.4,SB2OX,0.5,0.2,Reverse,10,100,40
true,100,2,1.0,0.4,SB2OX,0.5,0.2,Reverse,10,150,40
true,100,2,1.0,0.4,SB2OX,Random,0.2,Greedy,10,50,40
true,100,2,1.0,0.4,SB2OX,Random,0.2,Greedy,10,100,40
true,100,2,1.0,0.4,SB2OX,Random,0.2,Greedy,10,150,40
true,100,2,1.0,0.4,SB2OX,Random,0.2,Shift,10,50,40
true,100,2,1.0,0.4,SB2OX,Random,0.2,Shift,10,100,40
true,100,2,1.0,0.4,SB2OX,Random,0.2,Shift,10,150,40
true,100,2,1.0,0.4,SB2OX,Random,0.2,Swap,10,50,40
true,100,2,1.0,0.4,SB2OX,Random,0.2,Swap,10,100,40
true,100,2,1.0,0.4,SB2OX,Random,0.2,Swap,10,150,40
true,100,2,1.0,0.4,SB2OX,Random,0.2,Reverse,10,50,40
true,100,2,1.0,0.4,SB2OX,Random,0.2,Reverse,10,100,40
true,100,2,1.0,0.4,SB2OX,Random,0.2,Reverse,10,150,40
true,100,2,1.0,0.4,BCBX,0.5,0.2,Greedy,10,50,40
true,100,2,1.0,0.4,BCBX,0.5,0.2,Greedy,10,100,40
true,100,2,1.0,0.4,BCBX,0.5,0.2,Greedy,10,150,40
true,100,2,1.0,0.4,BCBX,0.5,0.2,Shift,10,50,40
true,100,2,1.0,0.4,BCBX,0.5,0.2,Shift,10,100,40
true,100,2,1.0,0.4,BCBX,0.5,0.2,Shift,10,150,40
true,100,2,1.0,0.4,BCBX,0.5,0.2,Swap,10,50,40
true,100,2,1.0,0.4,BCBX,0.5,0.2,Swap,10,100,40
true,100,2,1.0,0.4,BCBX,0.5,0.2,Swap,10,150,40
true,100,2,1.0,0.4,BCBX,0.5,0.2,Reverse,10,50,40
true,100,2,1.0,0.4,BCBX,0.5,0.2,Reverse,10,100,40
true,100,2,1.0,0.4,BCBX,0.5,0.2,Reverse,10,150,40
true,100,2,1.0,0.4,BCBX,Random,0.2,Greedy,10,50,40
true,100,2,1.0,0.4,BCBX,Random,0.2,Greedy,10,100,40
true,100,2,1.0,0.4,BCBX,Random,0.2,Greedy,10,150,40
true,100,2,1.0,0.4,BCBX,Random,0.2,Shift,10,50,40
true,100,2,1.0,0.4,BCBX,Random,0.2,Shift,10,100,40
true,100,2,1.0,0.4,BCBX,Random,0.2,Shift,10,150,40
true,100,2,1.0,0.4,BCBX,Random,0.2,Swap,10,50,40
true,100,2,1.0,0.4,BCBX,Random,0.2,Swap,10,100,40
true,100,2,1.0,0.4,BCBX,Random,0.2,Swap,10,150,40
true,100,2,1.0,0.4,BCBX,Random,0.2,Reverse,10,50,40
true,100,2,1.0,0.4,BCBX,Random,0.2,Reverse,10,100,40
true,100,2,1.0,0.4,BCBX,Random,0.2,Reverse,10,150,40
